Fecha,Sexo,Edad,Pasos diarios,Calorías quemadas,Horas de sueño,Calidad del sueño,Frecuencia cardíaca promedio,Nivel de estrés,Estado de ánimo
2024-04-22,Femenino,36,11963,2772,8.3,5,77,2,Estresado
2024-04-29,Femenino,39,8258,2449,4.9,5,91,10,Neutral
2024-02-25,Masculino,50,7011,2659,4.1,3,82,10,Estresado
2024-03-20,Femenino,58,10280,2088,5.3,2,92,6,Relajado
2024-05-02,Masculino,37,3276,3301,5.6,3,98,1,Neutral
2024-03-27,Masculino,28,13753,2950,7.9,5,78,10,Neutral
2024-04-04,Femenino,19,14735,3092,4.6,1,61,7,Neutral
2024-05-15,Masculino,23,14403,2511,6.2,1,60,10,Neutral
2024-01-22,Masculino,44,7033,2738,4.1,5,64,4,Relajado
2024-03-28,Femenino,27,8058,2116,6.2,1,60,4,Neutral
2024-06-13,Femenino,30,14562,1993,7.4,3,99,2,Relajado
2024-03-25,Masculino,33,6039,2715,8.1,2,77,7,Estresado
2024-06-01,Femenino,31,3403,2530,6.1,1,72,2,Neutral
2024-01-02,Femenino,40,11012,3207,7.3,5,67,7,Neutral
2024-05-27,Femenino,45,14987,2207,7.2,2,69,6,Relajado
2024-06-08,Femenino,55,3779,1985,4.9,4,86,3,Neutral
2024-04-08,Masculino,43,9202,2749,5.9,2,93,6,Relajado
2024-04-11,Femenino,32,12420,3000,6.6,2,70,4,Relajado
2024-04-13,Femenino,30,6867,2787,8.1,1,75,2,Estresado
2024-03-21,Femenino,52,11238,3350,6.5,5,90,3,Estresado
2024-06-16,Masculino,58,3980,3248,6.0,3,78,10,Estresado
2024-04-02,Femenino,19,3497,2405,5.6,5,71,5,Neutral
2024-02-26,Femenino,52,14425,2069,6.1,2,93,7,Relajado
2024-04-28,Masculino,24,3065,2848,6.4,2,80,2,Feliz
2024-05-19,Femenino,48,9097,3225,7.1,3,64,9,Relajado
2024-03-08,Femenino,20,12619,2303,7.7,3,86,10,Estresado
2024-04-18,Femenino,33,8978,2812,7.7,3,86,6,Relajado
2024-05-30,Masculino,30,6144,2959,4.1,4,90,6,Estresado
2024-04-08,Femenino,58,11241,3074,5.9,3,99,4,Relajado
2024-02-17,Femenino,23,13504,3154,8.7,1,66,5,Feliz
2024-01-13,Masculino,32,13788,2789,5.6,2,97,3,Estresado
2024-02-05,Femenino,36,9030,3489,7.2,2,78,8,Relajado
2024-01-05,Masculino,55,6113,3353,8.1,5,71,5,Neutral
2024-02-19,Masculino,56,10095,2223,6.8,1,73,2,Estresado
2024-06-26,Femenino,44,7013,3073,6.5,1,68,10,Neutral
2024-06-10,Femenino,40,12121,2057,8.5,4,70,3,Relajado
2024-05-05,Masculino,60,9566,2521,4.6,2,96,2,Relajado
2024-04-13,Masculino,45,5142,2113,8.9,4,93,1,Neutral
2024-04-12,Femenino,19,10468,2863,7.9,1,76,7,Relajado
2024-03-26,Masculino,58,12066,2179,7.3,2,70,9,Relajado
2024-02-02,Femenino,26,5157,2640,7.8,1,68,10,Relajado
2024-01-17,Femenino,33,10117,2333,5.7,4,97,8,Neutral
2024-04-20,Masculino,43,11821,3178,8.5,3,96,8,Neutral
2024-01-19,Femenino,39,5288,3341,5.5,5,92,1,Feliz
2024-01-08,Masculino,31,7398,1918,8.6,2,97,7,Neutral
2024-05-22,Femenino,47,9604,3020,6.5,3,73,8,Relajado
2024-04-08,Femenino,49,3110,1828,6.1,4,94,2,Estresado
2024-01-04,Femenino,59,3885,2569,7.9,5,93,3,Relajado
2024-01-29,Femenino,40,4004,3223,8.3,2,98,8,Neutral
2024-05-13,Masculino,24,6959,3066,4.3,4,95,7,Feliz
2024-02-16,Femenino,62,6912,2462,6.1,2,89,1,Neutral
2024-05-22,Masculino,57,5914,3212,6.7,2,64,5,Estresado
2024-06-07,Femenino,61,9611,2311,7.0,5,86,6,Feliz
2024-01-13,Masculino,32,10315,2539,6.5,1,66,8,Relajado
2024-01-16,Masculino,48,11859,1846,4.0,4,67,5,Feliz
2024-03-23,Masculino,58,14962,1994,7.2,5,80,7,Estresado
2024-05-16,Masculino,20,12437,2725,5.4,4,96,5,Neutral
2024-05-11,Femenino,64,4376,2539,6.6,3,84,7,Feliz
2024-01-16,Femenino,34,13442,3193,4.3,4,97,7,Neutral
2024-03-11,Masculino,45,9555,3070,4.3,2,83,10,Feliz
2024-01-19,Femenino,57,13978,2356,5.4,1,60,5,Relajado
2024-01-14,Femenino,48,13356,2423,7.6,2,73,5,Neutral
2024-01-18,Femenino,27,4478,2397,6.0,2,87,5,Estresado
2024-06-10,Femenino,39,9911,2904,8.4,1,60,5,Neutral
2024-01-27,Femenino,55,6038,2589,8.9,2,65,9,Relajado
2024-06-04,Femenino,31,9494,3024,4.5,3,60,8,Estresado
2024-05-28,Femenino,62,10679,1885,6.3,2,67,3,Feliz
2024-06-19,Masculino,43,3431,2015,7.4,2,64,9,Feliz
2024-03-15,Femenino,62,10896,2645,8.9,2,92,10,Relajado
2024-05-15,Femenino,41,10934,2641,9.0,2,73,8,Neutral
2024-04-11,Femenino,30,12074,2390,8.9,3,85,2,Estresado
2024-03-04,Masculino,48,4218,2963,7.1,4,65,5,Feliz
2024-05-26,Masculino,55,6865,3205,6.1,4,90,3,Neutral
2024-06-03,Femenino,53,3256,2146,4.9,1,63,5,Estresado
2024-05-26,Masculino,19,10793,2183,7.5,3,97,8,Neutral
2024-02-26,Masculino,43,3779,2612,4.9,3,86,7,Neutral
2024-04-22,Masculino,31,10492,2078,5.0,3,99,9,Neutral
2024-04-04,Femenino,47,6453,2290,5.7,2,86,9,Estresado
2024-04-17,Masculino,49,9262,2711,4.2,4,86,9,Feliz
2024-03-16,Femenino,19,13649,2613,7.2,4,73,4,Feliz
2024-05-02,Femenino,54,9234,3046,5.3,5,92,4,Feliz
2024-04-16,Femenino,53,3810,3078,4.5,1,78,6,Estresado
2024-03-30,Masculino,34,10956,2145,4.4,2,76,4,Feliz
2024-01-31,Masculino,47,11164,1892,4.0,5,78,2,Relajado
2024-06-15,Femenino,40,8986,2756,7.4,1,91,7,Feliz
2024-05-21,Femenino,45,12207,2802,8.6,3,63,8,Feliz
2024-05-08,Masculino,56,11324,3346,8.7,1,84,7,Neutral
2024-04-07,Masculino,64,14180,1997,5.1,4,94,4,Estresado
2024-05-12,Femenino,60,5673,3486,7.8,4,70,7,Estresado
2024-02-02,Masculino,36,9733,2169,7.5,1,64,10,Feliz
2024-05-25,Femenino,63,4218,2076,7.7,1,80,8,Feliz
2024-06-26,Masculino,33,7957,3455,6.5,3,64,8,Estresado
2024-04-25,Femenino,24,13739,3269,7.3,2,64,2,Feliz
2024-05-22,Masculino,20,11638,1882,8.3,4,75,1,Neutral
2024-02-03,Femenino,36,14290,2963,5.7,3,78,9,Neutral
2024-04-26,Femenino,28,11710,3311,4.8,5,93,9,Feliz
2024-05-19,Femenino,23,13538,2079,5.0,4,69,2,Feliz
2024-06-19,Femenino,40,12821,2248,7.7,2,65,9,Feliz
2024-05-10,Masculino,62,9560,3395,8.6,2,78,4,Estresado
2024-05-07,Femenino,60,8433,2174,8.1,3,65,5,Relajado
2024-03-06,Femenino,36,5010,3082,6.1,4,67,2,Neutral
2024-05-09,Femenino,57,9121,3498,5.5,2,66,8,Relajado
2024-03-31,Masculino,26,10965,3426,6.7,1,87,7,Neutral
2024-06-07,Femenino,27,13322,3092,6.0,5,94,4,Neutral
2024-01-22,Femenino,42,10558,3238,4.7,5,67,5,Neutral
2024-05-11,Masculino,41,6226,2322,7.8,2,78,6,Estresado
2024-06-04,Femenino,51,14182,2228,4.3,4,62,1,Feliz
2024-01-31,Masculino,63,6382,2262,8.7,5,96,3,Feliz
2024-02-16,Masculino,30,10717,3108,7.3,4,70,9,Neutral
2024-04-14,Femenino,64,12767,2346,5.9,2,88,1,Estresado
2024-04-03,Femenino,63,9253,2999,8.5,3,72,8,Relajado
2024-05-10,Masculino,47,4244,2407,5.2,4,87,7,Feliz
2024-02-19,Femenino,55,13437,1835,4.1,1,81,8,Neutral
2024-06-03,Femenino,28,5622,1976,8.8,1,86,5,Neutral
2024-04-16,Masculino,49,11974,3363,7.5,1,94,5,Relajado
2024-05-09,Femenino,41,6645,2393,5.8,3,96,10,Relajado
2024-06-19,Masculino,42,7028,2246,5.1,5,96,2,Feliz
2024-03-24,Femenino,40,13031,2336,5.5,3,67,3,Feliz
2024-05-05,Femenino,26,11547,2136,7.8,4,88,8,Feliz
2024-05-15,Masculino,45,6933,3165,5.2,1,60,5,Neutral
2024-02-04,Femenino,63,12402,2808,5.6,3,87,6,Neutral
2024-05-18,Masculino,25,7053,2555,4.4,4,72,4,Relajado
2024-01-31,Femenino,56,4236,2756,6.4,1,61,2,Feliz
2024-01-02,Femenino,64,8990,3436,6.1,5,66,6,Feliz
2024-04-03,Femenino,30,5939,3255,5.7,3,73,8,Neutral
2024-01-07,Masculino,51,9569,2340,8.9,4,85,10,Neutral
2024-01-15,Femenino,26,10073,3211,6.4,2,99,7,Feliz
2024-04-23,Femenino,34,6151,2457,4.5,2,75,7,Relajado
2024-06-06,Femenino,50,8058,2906,7.0,3,86,8,Relajado
2024-05-19,Masculino,56,4420,3476,6.2,1,84,9,Feliz
2024-02-03,Masculino,35,8588,2302,8.9,2,66,6,Feliz
2024-01-11,Masculino,43,6074,2352,7.9,4,84,5,Neutral
2024-03-19,Femenino,28,4543,2199,8.6,1,92,4,Feliz
2024-04-09,Masculino,59,6697,2221,7.9,3,61,2,Neutral
2024-05-16,Masculino,53,8274,3298,5.1,1,87,4,Estresado
2024-03-14,Masculino,39,6863,1876,7.3,5,62,1,Neutral
2024-05-13,Femenino,61,7665,2229,5.7,5,74,7,Relajado
2024-03-01,Femenino,35,11690,2764,4.0,3,68,7,Feliz
2024-01-03,Femenino,61,12710,2458,4.8,5,78,9,Feliz
2024-01-28,Masculino,51,9337,3384,4.5,5,60,6,Estresado
2024-04-09,Femenino,52,12442,3381,7.7,1,72,10,Relajado
2024-05-25,Masculino,55,13263,2928,5.3,4,75,6,Relajado
2024-05-21,Masculino,18,13323,1948,6.4,3,75,6,Feliz
2024-02-09,Masculino,40,14547,2188,6.4,4,63,2,Relajado
2024-06-22,Femenino,63,5847,3417,4.8,1,94,8,Estresado
2024-06-04,Masculino,21,6917,1968,5.4,3,75,5,Feliz
2024-05-20,Masculino,25,13177,2660,5.3,4,96,7,Estresado
2024-04-08,Masculino,56,3951,2656,7.4,3,83,3,Estresado
2024-03-28,Masculino,46,13106,2822,5.9,4,67,5,Relajado
2024-04-15,Masculino,53,8411,2063,8.4,1,77,4,Feliz
2024-05-08,Femenino,40,11404,2083,8.4,5,74,6,Feliz
2024-04-12,Femenino,52,8237,2462,7.8,5,77,2,Relajado
2024-03-17,Femenino,64,7040,3274,7.7,3,82,9,Relajado
2024-03-25,Femenino,56,5644,1821,4.2,4,65,9,Relajado
2024-06-21,Femenino,19,4137,2432,7.5,4,94,8,Neutral
2024-01-20,Femenino,64,7206,2894,6.7,4,65,8,Relajado
2024-03-22,Masculino,56,7922,3134,5.5,1,88,1,Feliz
2024-02-24,Masculino,28,11820,2845,5.9,5,93,10,Feliz
2024-02-12,Masculino,22,9038,3121,6.4,5,69,1,Neutral
2024-06-23,Masculino,62,11849,1805,6.4,3,62,1,Relajado
2024-06-21,Femenino,42,10716,2162,5.0,4,87,3,Relajado
2024-01-28,Masculino,41,3856,2551,7.4,2,64,8,Relajado
2024-04-08,Femenino,51,8554,2762,5.8,2,92,9,Relajado
2024-03-04,Femenino,61,13475,2366,8.3,2,98,2,Estresado
2024-03-28,Masculino,48,7517,3481,8.7,3,74,10,Estresado
2024-02-22,Femenino,23,14143,1951,6.1,3,80,1,Feliz
2024-03-13,Femenino,51,8747,2807,8.3,1,68,9,Relajado
2024-06-09,Femenino,19,13277,2317,6.1,2,88,1,Relajado
2024-03-19,Masculino,63,5535,2781,6.0,5,63,5,Estresado
2024-01-15,Femenino,31,14840,2606,8.2,2,69,2,Feliz
2024-06-17,Masculino,20,12174,3483,5.5,1,97,1,Relajado
2024-04-20,Masculino,38,3104,2253,8.3,5,80,2,Relajado
2024-06-17,Masculino,57,6041,1860,4.5,2,63,8,Relajado
2024-02-04,Masculino,49,7600,3135,8.9,1,66,1,Relajado
2024-05-23,Femenino,62,11339,1969,7.8,4,71,5,Feliz
2024-02-14,Femenino,47,8248,2129,8.2,3,93,10,Neutral
2024-01-05,Masculino,63,14735,3032,5.2,3,86,10,Relajado
2024-06-02,Masculino,58,12276,2344,7.5,5,80,3,Feliz
2024-03-14,Masculino,58,10681,1966,5.4,2,61,9,Feliz
2024-02-18,Masculino,19,14790,2954,5.5,2,64,7,Feliz
2024-02-22,Masculino,29,8216,2818,8.3,1,99,7,Relajado
2024-05-21,Femenino,47,4809,1965,6.2,3,96,5,Relajado
2024-04-06,Femenino,56,5464,1982,7.8,5,79,7,Neutral
2024-05-09,Masculino,28,13438,1872,7.1,5,80,4,Estresado
2024-06-07,Masculino,62,7399,2957,4.6,3,66,7,Feliz
2024-06-21,Femenino,28,3135,2653,4.7,4,74,8,Feliz
2024-03-13,Masculino,54,4664,2315,6.5,5,63,2,Estresado
2024-01-17,Femenino,61,9587,2797,7.8,5,64,2,Relajado
2024-06-27,Femenino,64,11138,2508,7.7,3,91,10,Neutral
2024-01-10,Masculino,39,9931,2091,4.3,3,94,10,Estresado
2024-02-20,Masculino,20,6568,3361,9.0,2,71,1,Neutral
2024-02-16,Femenino,38,8617,3259,8.9,4,99,10,Feliz
2024-02-22,Femenino,22,8640,2791,8.1,4,64,7,Feliz
2024-02-10,Femenino,48,3642,2990,5.8,2,83,9,Estresado
2024-04-15,Masculino,63,13668,2116,5.8,3,71,3,Feliz
2024-02-23,Femenino,56,8105,3122,9.0,1,66,8,Neutral
2024-02-20,Femenino,40,13256,3088,4.6,2,82,6,Estresado
2024-02-23,Femenino,63,8672,3129,8.4,2,66,7,Feliz
2024-02-12,Femenino,61,7059,2458,8.1,5,67,9,Feliz
2024-02-05,Masculino,25,12006,3331,4.1,4,96,7,Estresado
2024-04-27,Masculino,33,6773,2722,4.4,2,62,9,Neutral
2024-03-14,Masculino,38,10784,2142,8.1,2,73,8,Feliz
2024-05-29,Femenino,58,3290,2226,4.6,4,76,7,Neutral
2024-02-21,Masculino,53,9904,3257,5.2,4,92,9,Estresado
2024-06-18,Femenino,22,9894,1960,7.9,4,82,9,Relajado
2024-06-18,Femenino,30,8107,3284,7.6,5,84,10,Relajado
2024-06-14,Masculino,52,6739,3458,7.5,2,64,9,Relajado
2024-02-14,Femenino,43,9089,2845,8.9,4,93,7,Relajado
2024-05-19,Masculino,24,5589,3100,5.3,3,79,2,Feliz
2024-02-25,Femenino,30,7157,3086,7.3,5,90,3,Neutral
2024-06-24,Masculino,53,10503,2103,5.7,4,81,6,Neutral
2024-05-25,Masculino,38,5604,3190,6.0,3,87,4,Neutral
2024-04-19,Masculino,35,7813,2858,7.7,2,67,10,Relajado
2024-01-30,Femenino,47,6474,1922,4.8,2,82,7,Feliz
2024-05-20,Femenino,50,7125,3246,6.1,1,81,8,Feliz
2024-03-22,Masculino,23,9973,2210,4.6,4,87,5,Estresado
2024-05-15,Femenino,55,12099,2118,8.3,1,70,9,Relajado
2024-06-28,Masculino,54,9383,2919,7.8,2,89,10,Estresado
2024-06-05,Femenino,42,14680,2609,6.8,4,85,10,Relajado
2024-03-25,Masculino,33,7511,1994,5.1,4,70,1,Neutral
2024-06-04,Femenino,22,5673,2671,5.1,3,75,3,Feliz
2024-05-01,Masculino,19,5551,3229,8.5,4,68,5,Neutral
2024-03-14,Masculino,25,4904,2471,4.6,4,62,5,Relajado
2024-05-20,Femenino,34,10403,2783,4.9,1,62,5,Relajado
2024-06-14,Femenino,45,9849,3377,5.1,3,72,7,Feliz
2024-04-15,Masculino,59,4106,2713,6.4,4,61,6,Relajado
2024-05-27,Femenino,61,14801,2075,6.3,3,78,5,Relajado
2024-06-27,Masculino,51,11918,2721,6.6,1,94,6,Feliz
2024-04-21,Femenino,59,7282,2675,4.2,3,98,5,Feliz
2024-06-08,Masculino,59,10428,2948,5.0,1,73,7,Neutral
2024-01-06,Femenino,22,10254,2057,6.9,5,93,7,Neutral
2024-01-17,Masculino,41,6138,2801,6.5,5,99,2,Feliz
2024-06-15,Masculino,37,14215,2747,8.1,5,66,8,Estresado
2024-01-08,Femenino,62,4072,2332,6.7,1,82,5,Neutral
2024-02-19,Masculino,56,9584,3285,7.2,2,69,7,Feliz
2024-04-01,Femenino,23,13719,2258,7.9,1,82,4,Relajado
2024-06-19,Femenino,25,7946,3470,4.2,2,75,6,Relajado
2024-05-19,Femenino,51,5082,2635,4.8,5,61,9,Relajado
2024-05-06,Masculino,56,4258,3422,7.7,1,98,3,Neutral
2024-01-12,Masculino,27,8359,2490,6.7,3,93,8,Relajado
2024-04-26,Femenino,48,7914,2031,7.8,5,80,4,Feliz
2024-05-14,Masculino,31,7800,1824,5.4,1,85,5,Relajado
2024-04-10,Femenino,40,13555,3365,7.3,1,90,3,Feliz
2024-06-04,Femenino,42,6260,2318,8.5,2,87,1,Neutral
2024-03-20,Masculino,61,12033,1968,8.9,3,70,6,Relajado
2024-05-30,Femenino,63,9023,3123,6.2,3,83,9,Relajado
2024-03-15,Femenino,30,4340,3136,7.2,2,99,2,Neutral
2024-02-20,Masculino,59,14684,2938,8.7,2,62,9,Relajado
2024-04-08,Femenino,32,11971,2060,8.0,4,80,9,Neutral
2024-06-04,Masculino,62,6579,2930,5.6,3,81,10,Neutral
2024-03-08,Masculino,48,3685,2248,6.9,4,90,3,Relajado
2024-04-26,Masculino,24,13119,2957,7.8,5,87,10,Neutral
2024-04-10,Masculino,50,7164,2437,6.7,3,96,6,Feliz
2024-02-01,Femenino,58,11587,3352,6.4,2,93,10,Relajado
2024-02-20,Femenino,49,4250,2589,5.1,3,66,4,Feliz
2024-04-11,Femenino,60,6441,2176,7.1,3,62,4,Feliz
2024-05-13,Masculino,59,6430,2227,6.9,3,75,8,Neutral
2024-03-04,Femenino,49,13045,2255,4.6,1,66,6,Feliz
2024-04-03,Masculino,59,13687,2539,6.5,2,76,2,Neutral
2024-02-05,Masculino,19,13713,2980,4.6,2,73,5,Feliz
2024-05-08,Masculino,36,13992,2085,6.2,4,73,6,Neutral
2024-01-30,Masculino,54,13263,2892,8.0,1,61,9,Neutral
2024-04-06,Masculino,40,4687,1835,6.0,4,74,3,Neutral
2024-01-12,Masculino,33,9856,1998,6.9,4,70,10,Neutral
2024-03-27,Femenino,45,12575,2929,7.2,3,99,3,Neutral
2024-01-31,Masculino,61,14775,2987,6.9,1,73,9,Feliz
2024-05-30,Masculino,51,10447,2472,4.6,3,75,10,Neutral
2024-06-20,Femenino,28,8375,2802,8.7,3,88,7,Feliz
2024-06-10,Femenino,64,3065,3094,6.8,1,83,6,Estresado
2024-04-12,Femenino,38,10051,2708,7.3,4,80,5,Relajado
2024-01-20,Femenino,34,6467,2686,4.1,5,71,8,Relajado
2024-06-14,Masculino,36,11857,2586,7.6,5,95,3,Relajado
2024-03-17,Femenino,51,12014,2872,5.5,3,81,7,Neutral
2024-06-19,Femenino,36,7778,2960,5.2,4,67,1,Estresado
2024-04-07,Femenino,55,8405,2946,6.5,4,79,1,Neutral
2024-06-08,Masculino,30,5345,2378,8.8,5,80,1,Relajado
2024-05-02,Femenino,35,14653,2240,6.1,1,99,3,Estresado
2024-02-10,Masculino,55,8202,3393,5.0,3,77,8,Estresado
2024-01-29,Femenino,19,5726,2029,5.3,1,87,6,Neutral
2024-04-05,Femenino,57,9452,2996,5.2,3,75,5,Relajado
2024-02-20,Femenino,54,13276,2365,4.9,3,73,6,Estresado
2024-06-27,Femenino,21,9508,3314,8.6,1,69,4,Relajado
2024-01-28,Femenino,56,8087,1965,7.8,2,62,10,Feliz
2024-02-03,Masculino,29,3458,2126,6.0,2,89,3,Feliz
2024-04-20,Masculino,46,5343,2428,6.1,3,87,5,Neutral
2024-03-06,Femenino,58,3822,1938,4.7,1,85,3,Estresado
2024-03-22,Masculino,28,13391,1846,7.7,4,84,9,Feliz
2024-05-14,Masculino,40,4676,2726,5.8,1,73,1,Neutral
2024-05-01,Femenino,34,9038,3461,8.5,4,73,7,Relajado
2024-01-03,Femenino,50,13875,2951,8.5,1,72,6,Estresado
2024-01-20,Femenino,63,13019,2778,5.3,2,60,9,Estresado
2024-03-14,Masculino,45,6591,2016,4.5,5,95,2,Relajado
2024-01-14,Masculino,37,5943,3047,6.2,4,63,7,Neutral
2024-04-09,Masculino,33,7485,3172,5.2,5,88,4,Relajado
2024-06-06,Femenino,20,3204,2161,8.0,2,67,5,Feliz
2024-01-09,Femenino,44,3663,2159,5.6,5,77,3,Estresado
2024-04-28,Femenino,31,9175,1872,5.0,5,96,1,Neutral
2024-06-21,Masculino,64,8312,3086,6.8,2,60,6,Estresado
2024-01-17,Femenino,46,13507,3033,6.7,5,96,1,Relajado
2024-02-20,Masculino,43,8408,2128,4.5,2,70,10,Neutral
2024-04-28,Femenino,60,12294,2085,4.6,4,62,6,Estresado
2024-03-06,Femenino,50,4211,2100,4.3,3,99,2,Feliz
2024-04-22,Masculino,50,13986,2154,8.8,2,72,4,Relajado
2024-03-03,Masculino,61,4100,1969,8.6,4,84,5,Feliz
2024-01-29,Masculino,52,6033,2457,4.0,4,64,4,Feliz
2024-05-13,Femenino,39,7367,3449,8.2,5,85,2,Neutral
2024-02-01,Masculino,48,9653,2179,8.2,4,89,8,Neutral
2024-01-06,Femenino,59,4812,2894,4.9,5,91,9,Estresado
2024-05-01,Masculino,64,9819,2478,7.4,2,80,4,Estresado
2024-04-18,Masculino,36,14772,2559,4.6,4,82,7,Neutral
2024-04-24,Femenino,23,4611,3102,5.3,5,80,4,Neutral
2024-04-05,Femenino,49,11899,3171,7.3,1,95,7,Relajado
2024-03-31,Masculino,48,11644,3223,5.0,2,98,1,Feliz
2024-03-19,Masculino,31,14820,2937,4.8,1,91,10,Neutral
2024-01-07,Femenino,40,11617,2082,8.6,3,61,1,Feliz
2024-01-19,Femenino,27,4546,2283,8.5,1,69,2,Feliz
2024-05-20,Masculino,56,12164,2852,8.3,1,80,1,Estresado
2024-02-11,Femenino,52,10012,2210,4.6,1,77,3,Relajado
2024-01-04,Femenino,60,7882,3104,7.1,4,67,8,Relajado
2024-02-08,Femenino,49,8341,2985,8.2,4,79,6,Neutral
2024-06-02,Masculino,39,3053,2228,6.9,3,99,1,Feliz
2024-01-20,Femenino,40,8271,2645,4.4,2,83,4,Feliz
2024-02-23,Femenino,28,4139,2374,4.7,3,78,6,Relajado
2024-04-01,Masculino,50,12260,3197,8.8,5,65,5,Relajado
2024-02-11,Masculino,59,13741,1897,6.8,2,84,7,Feliz
2024-05-12,Masculino,35,8721,2231,7.3,2,94,9,Feliz
2024-05-11,Femenino,52,14651,1833,6.5,3,64,7,Estresado
2024-01-08,Masculino,25,11027,3085,5.6,2,73,5,Feliz
2024-03-31,Masculino,24,3546,2198,5.7,2,89,5,Relajado
2024-05-16,Masculino,25,12071,2386,6.2,1,62,3,Feliz
2024-06-13,Masculino,26,6060,2309,7.6,3,81,8,Relajado
2024-01-10,Femenino,46,14319,3451,5.2,2,73,3,Estresado
2024-01-06,Masculino,41,14763,2810,7.4,3,88,1,Estresado
2024-06-16,Femenino,28,8229,2247,6.6,3,88,5,Relajado
2024-05-13,Femenino,41,6915,3365,8.7,5,77,10,Neutral
2024-01-10,Femenino,38,14272,2298,7.4,5,78,10,Feliz
2024-06-04,Femenino,60,3652,2925,8.2,2,90,9,Estresado
2024-01-09,Femenino,39,8329,2302,7.7,4,62,10,Neutral
2024-04-03,Femenino,34,3038,3122,5.1,1,71,10,Estresado
2024-04-05,Masculino,22,9581,3139,7.2,4,69,10,Feliz
2024-05-14,Femenino,60,5891,1992,4.7,2,79,2,Estresado
2024-02-11,Femenino,55,9804,3190,7.6,1,95,4,Neutral
2024-04-27,Masculino,59,10575,2119,8.4,5,64,7,Estresado
2024-04-03,Femenino,53,3206,3369,8.1,3,73,3,Feliz
2024-01-28,Masculino,36,12074,3201,4.7,5,95,7,Relajado
2024-06-05,Femenino,33,8031,2524,7.5,4,85,5,Estresado
2024-01-01,Masculino,58,5595,1819,5.3,1,68,4,Relajado
2024-02-26,Masculino,37,14754,2056,7.3,5,62,6,Neutral
2024-05-14,Masculino,49,10105,3380,6.6,2,80,3,Relajado
2024-06-04,Masculino,42,11835,3331,7.0,3,74,4,Feliz
2024-04-27,Masculino,52,14246,2813,4.6,1,96,8,Neutral
2024-02-09,Femenino,33,3621,3220,5.2,4,87,9,Relajado
2024-04-05,Masculino,50,9278,2782,6.3,1,85,3,Estresado
2024-05-23,Masculino,23,8883,3355,4.7,1,87,5,Feliz
2024-05-28,Masculino,55,5586,3254,4.3,4,64,8,Relajado
2024-01-18,Femenino,53,6102,3188,8.4,5,82,9,Neutral
2024-01-06,Masculino,23,13336,2208,5.6,1,91,10,Feliz
2024-04-09,Femenino,61,4151,2162,6.2,5,78,1,Relajado
2024-01-12,Femenino,55,9857,2224,6.9,5,66,5,Relajado
2024-06-17,Masculino,51,13860,1941,6.9,3,93,5,Neutral
2024-03-12,Femenino,43,3340,3223,4.7,4,79,7,Estresado
2024-02-20,Masculino,29,5194,2993,8.2,3,98,7,Neutral
2024-03-15,Femenino,37,12801,2671,6.0,4,81,1,Relajado
2024-05-13,Masculino,34,9757,2596,7.7,2,93,5,Estresado
2024-03-01,Femenino,34,8090,3117,6.3,5,75,9,Feliz
2024-01-24,Femenino,38,10576,3103,6.5,5,74,3,Estresado
2024-01-10,Masculino,34,8013,3367,7.6,5,67,5,Feliz
2024-03-08,Masculino,37,11202,2176,6.9,3,83,2,Neutral
2024-06-15,Femenino,38,13141,2425,5.7,2,86,3,Relajado
2024-05-03,Masculino,47,8029,2027,5.5,4,68,2,Relajado
2024-05-13,Femenino,39,10906,2121,6.6,5,75,7,Neutral
2024-02-18,Femenino,64,10824,3322,5.1,1,81,4,Relajado
2024-06-18,Masculino,21,13638,3306,5.2,4,69,10,Relajado
2024-06-24,Masculino,36,4288,2381,5.3,5,98,3,Estresado
2024-05-13,Femenino,63,13299,3152,8.1,5,68,6,Neutral
2024-06-27,Masculino,54,5270,2137,6.7,4,66,5,Neutral
2024-01-25,Femenino,31,10667,2618,8.1,5,64,3,Relajado
2024-01-19,Femenino,62,14848,2293,7.0,1,93,1,Feliz
2024-02-15,Masculino,25,5994,3141,6.2,5,66,5,Feliz
2024-02-10,Masculino,18,4586,2489,5.1,4,72,10,Estresado
2024-06-04,Femenino,35,4487,2391,8.4,3,76,10,Estresado
2024-04-28,Femenino,38,4278,3119,7.6,3,68,1,Estresado
2024-06-17,Femenino,40,4624,2985,4.0,3,93,9,Feliz
2024-05-23,Masculino,42,5262,2529,5.5,2,83,6,Neutral
2024-01-31,Masculino,44,4735,2510,5.2,3,64,4,Neutral
2024-04-06,Femenino,27,6384,3257,4.9,5,98,9,Estresado
2024-04-21,Masculino,22,7870,2246,7.2,4,99,4,Neutral
2024-06-12,Femenino,19,8181,2173,7.5,5,87,5,Estresado
2024-03-07,Femenino,25,7882,2087,6.4,4,71,2,Estresado
2024-04-28,Femenino,32,13545,2276,4.2,5,73,4,Neutral
2024-02-10,Femenino,29,3655,2313,8.1,3,96,4,Estresado
2024-03-05,Masculino,42,8732,3389,6.6,4,77,8,Neutral
2024-01-06,Masculino,56,11846,2096,7.3,4,98,6,Relajado
2024-06-03,Femenino,26,3242,2205,8.0,5,71,3,Feliz
2024-05-21,Femenino,60,12523,2882,8.9,1,97,1,Feliz
2024-04-16,Femenino,18,14813,3137,8.8,4,96,7,Feliz
2024-05-12,Femenino,52,9558,2385,5.7,1,62,4,Feliz
